<http://bio2rdf.org/drugbank:BE0001837>	Phosphoenolpyruvate carboxylase [drugbank:BE0001837]
<http://bio2rdf.org/drugbank:DB08303>	(3S)-3-cyclopentyl-6-methyl-7-[(4-methylpiperazin-1-yl)sulfonyl]-3,4-dihydro-2H-1,2,4-benzothiadiazine 1,1-dioxide [drugbank:DB08303]
<http://bio2rdf.org/drugbank:BE0004948>	Stabilin-2 [drugbank:BE0004948]
<http://bio2rdf.org/drugbank:BE0004815>	Phosphate [drugbank:BE0004815]
<http://bio2rdf.org/drugbank:DB08569>	3-PYRIDIN-4-YL-2,4-DIHYDRO-INDENO[1,2-.C.] PYRAZOLE [drugbank:DB08569]
<http://bio2rdf.org/drugbank:BE0003390>	Mitogen-activated protein kinase 11 [drugbank:BE0003390]
<http://bio2rdf.org/drugbank:DB00428>	Streptozocin [drugbank:DB00428]
<http://bio2rdf.org/drugbank:DB02956>	Pentasulfide-Sulfur [drugbank:DB02956]
<http://bio2rdf.org/drugbank:DB00553>	Methoxsalen [drugbank:DB00553]
<http://bio2rdf.org/drugbank:DB04608>	9-HYDROXY-4-PHENYL-6H-PYRROLO[3,4-C]CARBAZOLE-1,3-DIONE [drugbank:DB04608]
<http://bio2rdf.org/drugbank:DB00420>	Promazine [drugbank:DB00420]
<http://bio2rdf.org/drugbank:DB00686>	Pentosan Polysulfate [drugbank:DB00686]
<http://bio2rdf.org/drugbank:DB02950>	Hymenialdisine [drugbank:DB02950]
<http://bio2rdf.org/drugbank:DB07104>	4-amino-N-[4-(benzyloxy)phenyl]butanamide [drugbank:DB07104]
<http://bio2rdf.org/drugbank:BE0003618>	MecA PBP2\' (penicillin binding protein 2\') [drugbank:BE0003618]
<http://bio2rdf.org/drugbank:DB07237>	{4-[(2R)-pyrrolidin-2-ylmethoxy]phenyl}(4-thiophen-3-ylphenyl)methanone [drugbank:DB07237]
<http://bio2rdf.org/drugbank:DB03182>	Alpha-Fluoro-Carboxymethyldethia Coenzyme a Complex [drugbank:DB03182]
<http://bio2rdf.org/drugbank:BE0008644>	Neurokinin-1 Receptor (NK1R) [drugbank:BE0008644]
<http://bio2rdf.org/drugbank:BE0001968>	Alpha-lytic protease [drugbank:BE0001968]
<http://bio2rdf.org/drugbank:BE0001702>	Tyrosine phenol-lyase [drugbank:BE0001702]
<http://bio2rdf.org/drugbank:BE0001835>	C4-dicarboxylate transport transcriptional regulatory protein DctD [drugbank:BE0001835]
<http://bio2rdf.org/drugbank:DB01751>	3,3\',5,5\'-Tetraiodothyroacetic Acid [drugbank:DB01751]
<http://bio2rdf.org/drugbank:DB06038>	ITMN-191 [drugbank:DB06038]
<http://bio2rdf.org/drugbank:DB01884>	2-Amino-3-Methyl-1-Pyrrolidin-1-Yl-Butan-1-One [drugbank:DB01884]
<http://bio2rdf.org/drugbank:BE0004816>	Potassium [drugbank:BE0004816]
<http://bio2rdf.org/drugbank:BE0001969>	Deoxyribodipyrimidine photo-lyase [drugbank:BE0001969]
<http://bio2rdf.org/drugbank:DB08435>	(5E,14E)-11-oxoprosta-5,9,12,14-tetraen-1-oic acid [drugbank:DB08435]
<http://bio2rdf.org/drugbank:DB08568>	(2S)-1-{[5-(3-METHYL-1H-INDAZOL-5-YL)PYRIDIN-3-YL]OXY}-3-PHENYLPROPAN-2-AMINE [drugbank:DB08568]
<http://bio2rdf.org/drugbank:BE0003391>	Mitogen-activated protein kinase 13 [drugbank:BE0003391]
<http://bio2rdf.org/drugbank:DB04380>	Diureido-Acetate [drugbank:DB04380]
<http://bio2rdf.org/drugbank:BE0000503>	NADH-ubiquinone oxidoreductase chain 1 [drugbank:BE0000503]
<http://bio2rdf.org/drugbank:BE0000636>	Choline dehydrogenase, mitochondrial [drugbank:BE0000636]
<http://bio2rdf.org/drugbank:BE0003619>	Gamma-aminobutyric acid receptor subunit rho-3 [drugbank:BE0003619]
<http://bio2rdf.org/drugbank:DB08302>	3-[5-(2-nitropent-1-en-1-yl)furan-2-yl]benzoic acid [drugbank:DB08302]
<http://bio2rdf.org/drugbank:BE0000769>	Leucine--tRNA ligase, cytoplasmic [drugbank:BE0000769]
<http://bio2rdf.org/drugbank:BE0002067>	Thioredoxin reductase [drugbank:BE0002067]
<http://bio2rdf.org/drugbank:BE0004590>	Phosphoserine phosphatase [drugbank:BE0004590]
<http://bio2rdf.org/drugbank:DB00687>	Fludrocortisone [drugbank:DB00687]
<http://bio2rdf.org/drugbank:DB07369>	N-(3-chlorophenyl)-N-methyl-2-oxo-3-[(3,4,5-trimethyl-1H-pyrrol-2-yl)methyl]-2H-indole-5-sulfonamide [drugbank:DB07369]
<http://bio2rdf.org/drugbank:DB00421>	Spironolactone [drugbank:DB00421]
<http://bio2rdf.org/drugbank:DB00554>	Piroxicam [drugbank:DB00554]
<http://bio2rdf.org/drugbank:DB03181>	2-[4-(4-Hydroxy-3-Isopropyl-Phenoxy)-3,5-Dimethyl-Phenyl]-2h-[1,2,4]Triazine-3,5-Dione [drugbank:DB03181]
<http://bio2rdf.org/drugbank:DB07236>	3-(6-HYDROXY-NAPHTHALEN-2-YL)-BENZO[D]ISOOXAZOL-6-OL [drugbank:DB07236]
<http://bio2rdf.org/drugbank:DB04607>	PHENYLAMINOIMIDAZO(1,2-ALPHA)PYRIDINE [drugbank:DB04607]
<http://bio2rdf.org/drugbank:BE0001834>	Probable GTP-binding protein EngB [drugbank:BE0001834]
<http://bio2rdf.org/drugbank:BE0001701>	Complement factor B [drugbank:BE0001701]
<http://bio2rdf.org/drugbank:BE0004818>	Aluminum [drugbank:BE0004818]
<http://bio2rdf.org/drugbank:BE0001967>	Gastrotropin [drugbank:BE0001967]
<http://bio2rdf.org/drugbank:DB07103>	2-(4-METHYLPHENOXY)ETHYLPHOSPHINATE [drugbank:DB07103]
<http://bio2rdf.org/drugbank:DB01885>	D-Galctopyranosyl-1-On [drugbank:DB01885]
<http://bio2rdf.org/drugbank:DB06039>	PA-1050040 [drugbank:DB06039]
<http://bio2rdf.org/drugbank:DB01752>	S-Adenosyl-L-Homocysteine [drugbank:DB01752]
<http://bio2rdf.org/drugbank:BE0004817>	Calcium ions [drugbank:BE0004817]
<http://bio2rdf.org/drugbank:DB08567>	(1S,4S)-4-(3,4-dichlorophenyl)-N-methyl-1,2,3,4-tetrahydronaphthalen-1-amine [drugbank:DB08567]
<http://bio2rdf.org/drugbank:BE0003392>	Amyloid beta A4 protein [drugbank:BE0003392]
<http://bio2rdf.org/drugbank:BE0002066>	Pyridoxine/pyridoxamine 5\'-phosphate oxidase [drugbank:BE0002066]
<http://bio2rdf.org/drugbank:DB08434>	2-METHYLCARBAMOYL-3-(4-PHOSPHONOOXY-PHENYL)-CYCLOPROPANECARBOXYLIC ACID [drugbank:DB08434]
<http://bio2rdf.org/drugbank:BE0000637>	UMP-CMP kinase [drugbank:BE0000637]
<http://bio2rdf.org/drugbank:DB08301>	N-({[4-(AMINOSULFONYL)PHENYL]AMINO}CARBONYL)-4-METHYLBENZENESULFONAMIDE [drugbank:DB08301]
<http://bio2rdf.org/drugbank:DB00688>	Mycophenolate mofetil [drugbank:DB00688]
<http://bio2rdf.org/drugbank:BE0002199>	CDP-diacylglycerol--inositol 3-phosphatidyltransferase [drugbank:BE0002199]
<http://bio2rdf.org/drugbank:DB00422>	Methylphenidate [drugbank:DB00422]
<http://bio2rdf.org/drugbank:DB02952>	Alpha-Aminoisobutyric Acid [drugbank:DB02952]
<http://bio2rdf.org/drugbank:DB00555>	Lamotrigine [drugbank:DB00555]
<http://bio2rdf.org/drugbank:DB07368>	4-(METHYLSULFONYL)BENZENECARBOXIMIDAMIDE [drugbank:DB07368]
<http://bio2rdf.org/drugbank:BE0008642>	Malaria protein EXP-1 [drugbank:BE0008642]
<http://bio2rdf.org/drugbank:DB03051>	Tetrahydrofuran-2-Carboxylic Acid [drugbank:DB03051]
<http://bio2rdf.org/drugbank:BE0001966>	6-phosphogluconolactonase [drugbank:BE0001966]
<http://bio2rdf.org/drugbank:BE0001833>	Deacetoxycephalosporin C synthase [drugbank:BE0001833]
<http://bio2rdf.org/drugbank:BE0004819>	Dermatan sulfate [drugbank:BE0004819]
<http://bio2rdf.org/drugbank:DB07102>	(2S)-2-amino-5-oxo-5-[(4-phenylmethoxyphenyl)amino]pentanoic acid [drugbank:DB07102]
<http://bio2rdf.org/drugbank:DB07235>	N-[(1S)-2-AMINO-1-(2,4-DICHLOROBENZYL)ETHYL]-5-[2-(METHYLAMINO)PYRIMIDIN-4-YL]THIOPHENE-2-CARBOXAMIDE [drugbank:DB07235]
<http://bio2rdf.org/drugbank:DB01887>	Inhibitor BEA369 [drugbank:DB01887]
<http://bio2rdf.org/drugbank:DB01753>	4-Oxo-Nicotinamide-Adenine Dinucleotide Phosphate [drugbank:DB01753]
<http://bio2rdf.org/drugbank:DB01620>	Pheniramine [drugbank:DB01620]
<http://bio2rdf.org/drugbank:BE0003260>	Putative stringent starvation protein A [drugbank:BE0003260]
<http://bio2rdf.org/drugbank:BE0003393>	Phosphodiesterase 2A, cGMP-stimulated [drugbank:BE0003393]
<http://bio2rdf.org/drugbank:DB08699>	1-tert-butyl-3-(3-methylbenzyl)-1H-pyrazolo[3,4-d]pyrimidin-4-amine [drugbank:DB08699]
<http://bio2rdf.org/drugbank:DB04382>	2-Deoxy-Beta-D-Galactose [drugbank:DB04382]
<http://bio2rdf.org/drugbank:BE0000634>	Serine/threonine-protein kinase B-raf [drugbank:BE0000634]
<http://bio2rdf.org/drugbank:DB08300>	1-methyl-3-naphthalen-2-yl-1H-pyrazolo[3,4-d]pyrimidin-4-amine [drugbank:DB08300]
<http://bio2rdf.org/drugbank:BE0000767>	Epidermal growth factor receptor [drugbank:BE0000767]
<http://bio2rdf.org/drugbank:BE0002198>	Amine oxidase [flavin-containing] A [drugbank:BE0002198]
<http://bio2rdf.org/drugbank:DB08433>	phenyl ethenesulfonate [drugbank:DB08433]
<http://bio2rdf.org/drugbank:DB08566>	D-1-NAPHTHYL-2-ACETAMIDO-ETHANE BORONIC ACID [drugbank:DB08566]
<http://bio2rdf.org/drugbank:DB00689>	Cephaloglycin [drugbank:DB00689]
<http://bio2rdf.org/drugbank:DB00556>	Perflutren [drugbank:DB00556]
<http://bio2rdf.org/drugbank:BE0000501>	Alpha-1A adrenergic receptor [drugbank:BE0000501]
<http://bio2rdf.org/drugbank:DB00423>	Methocarbamol [drugbank:DB00423]
<http://bio2rdf.org/drugbank:DB04609>	INHIBITOR Q8467 OF DUPONT MERCK [drugbank:DB04609]
<http://bio2rdf.org/drugbank:DB02951>	3-Hydroxypyruvic Acid [drugbank:DB02951]
<http://bio2rdf.org/drugbank:BE0004592>	Sialoadhesin [drugbank:BE0004592]
<http://bio2rdf.org/drugbank:DB03183>	1-(4-Aminophenyl)-3,5-Dimethyl-1h-Pyrazole-4-Carboxylic Acid Ethyl Ester [drugbank:DB03183]
<http://bio2rdf.org/drugbank:BE0008643>	Proprotein convertase subtilisin/kexin type 9 [drugbank:BE0008643]
<http://bio2rdf.org/drugbank:DB03050>	Geran-8-Yl Geran [drugbank:DB03050]
<http://bio2rdf.org/drugbank:BE0001965>	Lipid A palmitoyltransferase PagP [drugbank:BE0001965]
<http://bio2rdf.org/drugbank:DB07101>	N-{[(2R)-2,3-dihydroxypropyl]oxy}-3,4-difluoro-2-[(2-fluoro-4-iodophenyl)amino]benzamide [drugbank:DB07101]
<http://bio2rdf.org/drugbank:DB07234>	3-{[(1R)-1-phenylethyl]amino}-4-(pyridin-4-ylamino)cyclobut-3-ene-1,2-dione [drugbank:DB07234]
<http://bio2rdf.org/drugbank:BE0003394>	Brain-derived neurotrophic factor [drugbank:BE0003394]
<http://bio2rdf.org/drugbank:DB07367>	(3Z,5S,6R,7S,8S,8aR)-3-(octylimino)hexahydro[1,3]oxazolo[3,4-a]pyridine-5,6,7,8-tetrol [drugbank:DB07367]
<http://bio2rdf.org/drugbank:DB01755>	N-[Isoleucinyl]-N\'-[Adenosyl]-Diaminosufone [drugbank:DB01755]
<http://bio2rdf.org/drugbank:BE0001832>	Nicotinamide mononucleotide adenylyltransferase 3 [drugbank:BE0001832]
<http://bio2rdf.org/drugbank:DB01888>	4-[5-(Trans-4-Aminocyclohexylamino)-3-Isopropylpyrazolo[1,5-a]Pyrimidin-7-Ylamino]-N,N-Dimethylbenzenesulfonamide [drugbank:DB01888]
<http://bio2rdf.org/drugbank:DB01621>	Pipotiazine [drugbank:DB01621]
<http://bio2rdf.org/drugbank:DB01754>	3,4-Dihydroxy-1-Methylquinolin-2(1h)-One [drugbank:DB01754]
<http://bio2rdf.org/drugbank:BE0003261>	RNA 3\'-terminal phosphate cyclase [drugbank:BE0003261]
<http://bio2rdf.org/drugbank:DB04381>	Crotonaldehyde [drugbank:DB04381]
<http://bio2rdf.org/drugbank:DB05806>	BNP 1350 [drugbank:DB05806]
<http://bio2rdf.org/drugbank:BE0002197>	Gamma-butyrobetaine dioxygenase [drugbank:BE0002197]
<http://bio2rdf.org/drugbank:DB08432>	THYMIDINE-5\'-THIOPHOSPHATE [drugbank:DB08432]
<http://bio2rdf.org/drugbank:BE0000502>	Solute carrier family 12 member 1 [drugbank:BE0000502]
<http://bio2rdf.org/drugbank:BE0000635>	Hydroxycarboxylic acid receptor 2 [drugbank:BE0000635]
<http://bio2rdf.org/drugbank:BE0000768>	Pyruvate dehydrogenase [ubiquinone] [drugbank:BE0000768]
<http://bio2rdf.org/drugbank:BE0002064>	5,10-methylenetetrahydrofolate reductase [drugbank:BE0002064]
<http://bio2rdf.org/drugbank:DB08565>	L-1-NAPHTHYL-2-ACETAMIDO-ETHANE BORONIC ACID [drugbank:DB08565]
<http://bio2rdf.org/drugbank:DB08698>	1-[(3S)-5-PHENYL-3-THIOPHEN-2-YL-3H-1,4-BENZODIAZEPIN-2-YL]AZETIDIN-3-OL [drugbank:DB08698]
<http://bio2rdf.org/drugbank:DB00557>	Hydroxyzine [drugbank:DB00557]
<http://bio2rdf.org/drugbank:DB00424>	Hyoscyamine [drugbank:DB00424]
<http://bio2rdf.org/drugbank:BE0003109>	Antigen peptide transporter 1 [drugbank:BE0003109]
<http://bio2rdf.org/drugbank:BE0001584>	Chitinase B [drugbank:BE0001584]
<http://bio2rdf.org/drugbank:BE0001451>	Endoglucanase [drugbank:BE0001451]
<http://bio2rdf.org/drugbank:DB01040>	Hydroxystilbamidine Isethionate [drugbank:DB01040]
<http://bio2rdf.org/drugbank:DB05228>	RDEA806 [drugbank:DB05228]
<http://bio2rdf.org/drugbank:DB03570>	Tris-Hydroxymethyl-Methyl-Ammonium [drugbank:DB03570]
<http://bio2rdf.org/drugbank:DB07625>	4-(2-aminoethoxy)-N-(2,5-diethoxyphenyl)-3,5-dimethylbenzamide [drugbank:DB07625]
<http://bio2rdf.org/drugbank:BE0004080>	Neocarzinostatin [drugbank:BE0004080]
<http://bio2rdf.org/drugbank:DB01173>	Orphenadrine [drugbank:DB01173]
<http://bio2rdf.org/drugbank:DB07758>	5-(2,5-DICHLOROPHENYL)-2-FUROIC ACID [drugbank:DB07758]
<http://bio2rdf.org/drugbank:BE0003981>	Hypothetical conserved protein [drugbank:BE0003981]
<http://bio2rdf.org/drugbank:DB09055>	<http://bio2rdf.org/drugbank:DB09055>
<http://bio2rdf.org/drugbank:BE0000252>	Tyrosinase [drugbank:BE0000252]
<http://bio2rdf.org/drugbank:BE0000385>	Interferon alpha/beta receptor 2 [drugbank:BE0000385]
<http://bio2rdf.org/drugbank:BE0004307>	2,3-bisphosphoglycerate-dependent phosphoglycerate mutase [drugbank:BE0004307]
<http://bio2rdf.org/drugbank:DB02371>	2-(2-Hydroxy-1,1-Dihydroxymethyl-Ethylamino)-Ethanesulfonic Acid [drugbank:DB02371]
<http://bio2rdf.org/drugbank:DB00942>	Cycrimine [drugbank:DB00942]
<http://bio2rdf.org/drugbank:DB04029>	Phenylalanine Amide [drugbank:DB04029]
<http://bio2rdf.org/drugbank:DB07624>	1-{[(3R)-3-methyl-4-({4-[(1S)-2,2,2-trifluoro-1-hydroxy-1-methylethyl]phenyl}sulfonyl)piperazin-1-yl]methyl}cyclopropanecarboxamide [drugbank:DB07624]
<http://bio2rdf.org/drugbank:BE0001583>	Trypsin-3 [drugbank:BE0001583]
<http://bio2rdf.org/drugbank:BE0001450>	2-amino-4-hydroxy-6-hydroxymethyldihydropteridine pyrophosphokinase [drugbank:BE0001450]
<http://bio2rdf.org/drugbank:DB01174>	Phenobarbital [drugbank:DB01174]
<http://bio2rdf.org/drugbank:DB05229>	Beraprost [drugbank:DB05229]
<http://bio2rdf.org/drugbank:DB07757>	(9aS)-4-bromo-9a-butyl-7-hydroxy-1,2,9,9a-tetrahydro-3H-fluoren-3-one [drugbank:DB07757]
<http://bio2rdf.org/drugbank:DB01041>	Thalidomide [drugbank:DB01041]
<http://bio2rdf.org/drugbank:BE0003982>	Esterase EstA [drugbank:BE0003982]
<http://bio2rdf.org/drugbank:BE0000386>	Monocarboxylate transporter 6 [drugbank:BE0000386]
<http://bio2rdf.org/drugbank:BE0004308>	Adenylosuccinate synthetase [drugbank:BE0004308]
<http://bio2rdf.org/drugbank:DB08822>	Azilsartan medoxomil [drugbank:DB08822]
<http://bio2rdf.org/drugbank:DB09054>	Idelalisib [drugbank:DB09054]
<http://bio2rdf.org/drugbank:BE0000253>	4-aminobutyrate aminotransferase, mitochondrial [drugbank:BE0000253]
<http://bio2rdf.org/drugbank:BE0000120>	Dihydropteroate synthase type-1 [drugbank:BE0000120]
<http://bio2rdf.org/drugbank:DB00943>	Zalcitabine [drugbank:DB00943]
<http://bio2rdf.org/drugbank:DB04028>	Tyvelose [drugbank:DB04028]
<http://bio2rdf.org/drugbank:DB00810>	Biperiden [drugbank:DB00810]
<http://bio2rdf.org/drugbank:DB07623>	4,4\'-DIPYRIDYL DISULFIDE [drugbank:DB07623]
<http://bio2rdf.org/drugbank:DB07756>	1-[3-({[(4-AMINO-5-FLUORO-2-METHYLQUINOLIN-3-YL)METHYL]THIO}METHYL)PHENYL]-2,2,2-TRIFLUOROETHANE-1,1-DIOL [drugbank:DB07756]
<http://bio2rdf.org/drugbank:DB05226>	BTA9881 [drugbank:DB05226]
<http://bio2rdf.org/drugbank:DB03572>	FR230513 [drugbank:DB03572]
<http://bio2rdf.org/drugbank:BE0001582>	Gamma-aminobutyraldehyde dehydrogenase [drugbank:BE0001582]
<http://bio2rdf.org/drugbank:BE0004082>	HLA class I histocompatibility antigen, B-27 alpha chain [drugbank:BE0004082]
<http://bio2rdf.org/drugbank:DB05359>	VEC-162 [drugbank:DB05359]
<http://bio2rdf.org/drugbank:DB07889>	1-(DIMETHYLAMINO)-3-(4-{{4-(2-METHYLIMIDAZO[1,2-A]PYRIDIN-3-YL)PYRIMIDIN-2-YL]AMINO}PHENOXY)PROPAN-2-OL [drugbank:DB07889]
<http://bio2rdf.org/drugbank:DB01042>	Melphalan [drugbank:DB01042]
<http://bio2rdf.org/drugbank:DB01175>	Escitalopram [drugbank:DB01175]
<http://bio2rdf.org/drugbank:BE0003850>	Reaction center protein H chain [drugbank:BE0003850]
<http://bio2rdf.org/drugbank:DB09053>	Ibrutinib [drugbank:DB09053]
<http://bio2rdf.org/drugbank:BE0003983>	Putative dehydrogenase/reductase SDR family member 4-like 2 [drugbank:BE0003983]
<http://bio2rdf.org/drugbank:BE0004309>	Hypothetical cytosolic protein [drugbank:BE0004309]
<http://bio2rdf.org/drugbank:DB09186>	Nisoxetine [drugbank:DB09186]
<http://bio2rdf.org/drugbank:DB08954>	Ifenprodil [drugbank:DB08954]
<http://bio2rdf.org/drugbank:DB04770>	O6-(R)-ROSCOVITINE, R-2-(6-BENZYLOXY-9-ISOPROPYL-9H-PURIN-2-YLAMINO)-BUTAN-1-OL [drugbank:DB04770]
<http://bio2rdf.org/drugbank:BE0000250>	Purine nucleoside phosphorylase [drugbank:BE0000250]
<http://bio2rdf.org/drugbank:DB02240>	N-{(1s)-4-[Bis(2-Chloroethyl)Amino]-1-Methylbutyl}-N-(6-Chloro-2-Methoxy-9-Acridinyl)Amine [drugbank:DB02240]
<http://bio2rdf.org/drugbank:BE0000383>	Aspartate aminotransferase, mitochondrial [drugbank:BE0000383]
<http://bio2rdf.org/drugbank:DB02373>	Adenosine Monotungstate [drugbank:DB02373]
<http://bio2rdf.org/drugbank:DB00944>	Demecarium [drugbank:DB00944]
<http://bio2rdf.org/drugbank:DB00811>	Ribavirin [drugbank:DB00811]
<http://bio2rdf.org/drugbank:DB07755>	(2S)-1-[4-({4-[(2,5-DICHLOROPHENYL)AMINO]PYRIMIDIN-2-YL}AMINO)PHENOXY]-3-(DIMETHYLAMINO)PROPAN-2-OL [drugbank:DB07755]
<http://bio2rdf.org/drugbank:DB07888>	3-(4-HYDROXYPHENYL)-4,5-DIHYDRO-5-ISOXAZOLE-ACETIC ACID METHYL ESTER [drugbank:DB07888]
<http://bio2rdf.org/drugbank:BE0004083>	Protein S100-G [drugbank:BE0004083]
<http://bio2rdf.org/drugbank:DB07622>	1-(3-(2,4-DIMETHYLTHIAZOL-5-YL)-4-OXO-2,4-DIHYDROINDENO[1,2-C]PYRAZOL-5-YL)-3-(4-METHYLPIPERAZIN-1-YL)UREA [drugbank:DB07622]
<http://bio2rdf.org/drugbank:DB05227>	APD791 [drugbank:DB05227]
<http://bio2rdf.org/drugbank:BE0001581>	4-hydroxythreonine-4-phosphate dehydrogenase [drugbank:BE0001581]
<http://bio2rdf.org/drugbank:DB03571>	3-(5-Amino-7-Hydroxy-[1,2,3]Triazolo[4,5-D]Pyrimidin-2-Yl)-N-(3,5-Dichlorobenzyl)-Benzamide [drugbank:DB03571]
<http://bio2rdf.org/drugbank:DB01176>	Cyclizine [drugbank:DB01176]
<http://bio2rdf.org/drugbank:DB01043>	Memantine [drugbank:DB01043]
<http://bio2rdf.org/drugbank:BE0003984>	Casein kinase II subunit alpha\' [drugbank:BE0003984]
<http://bio2rdf.org/drugbank:BE0003851>	Reaction center protein L chain [drugbank:BE0003851]
<http://bio2rdf.org/drugbank:DB09052>	Blinatumomab [drugbank:DB09052]
<http://bio2rdf.org/drugbank:DB09185>	Viloxazine [drugbank:DB09185]
<http://bio2rdf.org/drugbank:BE0001809>	Nicotinamide mononucleotide adenylyltransferase 1 [drugbank:BE0001809]
<http://bio2rdf.org/drugbank:BE0000384>	Substance-P receptor [drugbank:BE0000384]
<http://bio2rdf.org/drugbank:DB08820>	Ivacaftor [drugbank:DB08820]
<http://bio2rdf.org/drugbank:DB02374>	Xylose-Derived Imidazole [drugbank:DB02374]
<http://bio2rdf.org/drugbank:DB00812>	Phenylbutazone [drugbank:DB00812]
<http://bio2rdf.org/drugbank:DB00945>	Acetylsalicylic acid [drugbank:DB00945]
<http://bio2rdf.org/drugbank:BE0000609>	Pyruvate dehydrogenase E1 component subunit alpha, testis-specific form, mitochondrial [drugbank:BE0000609]
<http://bio2rdf.org/drugbank:DB05224>	REP8839 [drugbank:DB05224]
<http://bio2rdf.org/drugbank:BE0003985>	Histone deacetylase-like amidohydrolase [drugbank:BE0003985]
<http://bio2rdf.org/drugbank:BE0004084>	Rubredoxin [drugbank:BE0004084]
<http://bio2rdf.org/drugbank:DB07621>	(5-(PYRIDIN-3-YL)FURAN-2-YL)METHANAMINE [drugbank:DB07621]
<http://bio2rdf.org/drugbank:DB07754>	N-({(1R)-1-carboxy-2-[(4-fluorobenzyl)sulfanyl]ethyl}carbamoyl)-L-glutamic acid [drugbank:DB07754]
<http://bio2rdf.org/drugbank:DB07887>	(R)-1-(4-(4-(HYDROXYMETHYL)-1,3,2-DIOXABOROLAN-2-YL)BENZYL)GUANIDINE [drugbank:DB07887]
<http://bio2rdf.org/drugbank:DB02728>	7-Hydroxy-2-Oxo-Chromene-3-Carboxylic Acid Ethyl Ester [drugbank:DB02728]
<http://bio2rdf.org/drugbank:BE0001580>	Serine/threonine-protein kinase PknB [drugbank:BE0001580]
<http://bio2rdf.org/drugbank:BE0003852>	Reaction center protein M chain [drugbank:BE0003852]
<http://bio2rdf.org/drugbank:DB06688>	<http://bio2rdf.org/drugbank:DB06688>
<http://bio2rdf.org/drugbank:BE0002039>	Arabinose operon regulatory protein [drugbank:BE0002039]
<http://bio2rdf.org/drugbank:DB08952>	Indenolol [drugbank:DB08952]
<http://bio2rdf.org/drugbank:DB03927>	Glycyl-L-Alpha-Amino-Epsilon-Pimelyl-D-Alanine [drugbank:DB03927]
<http://bio2rdf.org/drugbank:BE0000381>	Gamma-aminobutyric acid receptor subunit alpha-2 [drugbank:BE0000381]
<http://bio2rdf.org/drugbank:DB04158>	6-(Adenosine Tetraphosphate-Methyl)-7,8-Dihydropterin [drugbank:DB04158]
<http://bio2rdf.org/drugbank:BE0003986>	Cytochrome c oxidase subunit 4 isoform 1, mitochondrial [drugbank:BE0003986]
<http://bio2rdf.org/drugbank:BE0004085>	Methionyl-tRNA formyltransferase [drugbank:BE0004085]
<http://bio2rdf.org/drugbank:BE0003853>	Serine/threonine-protein kinase PknG [drugbank:BE0003853]
<http://bio2rdf.org/drugbank:DB01170>	Guanethidine [drugbank:DB01170]
<http://bio2rdf.org/drugbank:DB05225>	AM103 [drugbank:DB05225]
<http://bio2rdf.org/drugbank:DB05358>	TAK-491 [drugbank:DB05358]
<http://bio2rdf.org/drugbank:DB02729>	SD146 [drugbank:DB02729]
<http://bio2rdf.org/drugbank:BE0003720>	50S ribosomal protein L4 [drugbank:BE0003720]
<http://bio2rdf.org/drugbank:DB07620>	2-[(2,4-DICHLORO-5-METHYLPHENYL)SULFONYL]-1,3-DINITRO-5-(TRIFLUOROMETHYL)BENZENE [drugbank:DB07620]
<http://bio2rdf.org/drugbank:DB09050>	Ceftolozane [drugbank:DB09050]
<http://bio2rdf.org/drugbank:BE0002038>	Acyl-CoA thioesterase 2 [drugbank:BE0002038]
<http://bio2rdf.org/drugbank:DB06689>	Ethanolamine Oleate [drugbank:DB06689]
<http://bio2rdf.org/drugbank:BE0000382>	Dihydroorotate dehydrogenase (quinone), mitochondrial [drugbank:BE0000382]
<http://bio2rdf.org/drugbank:BE0001807>	Flavodoxin [drugbank:BE0001807]
<http://bio2rdf.org/drugbank:DB04157>	N-[(Aminooxy)Carbonyl]Aniline [drugbank:DB04157]
<http://bio2rdf.org/drugbank:DB04024>	N\'-L-Seryl-3\'-Amino-(3\'-Deoxy)-Adenosine [drugbank:DB04024]
<http://bio2rdf.org/drugbank:BE0003854>	Cytochrome c1, heme protein, mitochondrial [drugbank:BE0003854]
<http://bio2rdf.org/drugbank:BE0004086>	Delta-hemolysin [drugbank:BE0004086]
<http://bio2rdf.org/drugbank:DB07885>	(S)-4-ISOPROPOXYCARBONYL-6-METHOXY-3-METHYLTHIOMETHYL-3,4-DIHYDROQUINOXALIN-2(1H)-THIONE [drugbank:DB07885]
<http://bio2rdf.org/drugbank:BE0003721>	Aryl hydrocarbon receptor [drugbank:BE0003721]
<http://bio2rdf.org/drugbank:BE0003987>	Cytochrome c oxidase subunit 3 [drugbank:BE0003987]
<http://bio2rdf.org/drugbank:DB01171>	Moclobemide [drugbank:DB01171]
<http://bio2rdf.org/drugbank:BE0000607>	Asparagine--tRNA ligase, cytoplasmic [drugbank:BE0000607]
<http://bio2rdf.org/drugbank:DB07752>	FARNESYL [drugbank:DB07752]
<http://bio2rdf.org/drugbank:DB05488>	99mTc-ciprofloxacin [drugbank:DB05488]
<http://bio2rdf.org/drugbank:DB05222>	KB001 [drugbank:DB05222]
<http://bio2rdf.org/drugbank:DB03929>	D-Serine [drugbank:DB03929]
<http://bio2rdf.org/drugbank:BE0001939>	Lactose permease [drugbank:BE0001939]
<http://bio2rdf.org/drugbank:BE0001806>	Alanine racemase, catabolic [drugbank:BE0001806]
